"filename", "language", "Dart", "comment", "blank", "total"
"c:\dev\blookly_app\lib\core\utils\app_router.dart", "Dart", 24, 0, 2, 26
"c:\dev\blookly_app\lib\feature\home\presentation\view\books_details_view.dart", "Dart", 8, 0, 3, 11
"c:\dev\blookly_app\lib\feature\home\presentation\view\widgets\best_seller_list_view.dart", "Dart", 19, 0, 3, 22
"c:\dev\blookly_app\lib\feature\home\presentation\view\widgets\best_seller_list_view_item.dart", "Dart", 12, 0, 0, 12
"c:\dev\blookly_app\lib\feature\home\presentation\view\widgets\book_rating.dart", "Dart", 31, 0, 3, 34
"c:\dev\blookly_app\lib\feature\home\presentation\view\widgets\custom_app_bar.dart", "Dart", 1, 0, 0, 1
"c:\dev\blookly_app\lib\feature\home\presentation\view\widgets\home_view_body.dart", "Dart", 14, 0, 0, 14
"c:\dev\blookly_app\lib\feature\splash\presentation\views\widgets\splash_view_body.dart", "Dart", 0, 5, 0, 5
"c:\dev\blookly_app\lib\main.dart", "Dart", -1, 0, 0, -1
"Total", "-", 108, 5, 11, 124
